TDP,air_velocity,tim_conductivity,thermal_resistance,junction_temperature
30,3.5,1,0.3468024549630359,35.40407364889108
30,3.5,2,0.32563843379901475,34.76915301397044
30,3.5,3,0.31858376007767436,34.55751280233023
30,3.5,4,0.31505642321700417,34.45169269651012
30,3.5,5,0.31294002110060204,34.38820063301806
30,3.5,6,0.311529086356334,34.34587259069002
30,3.5,7,0.3105212758247139,34.31563827474142
30,3.5,8,0.3097654179259989,34.292962537779964
30,3.5,9,0.30917752844922053,34.275325853476616
30,3.5,10,0.3087072168677978,34.26121650603393
30,3.5,11,0.3083224164829974,34.24967249448992
30,3.5,12,0.3080017494956638,34.24005248486991
30,4.0,1,0.3422542231936968,35.267626695810904
30,4.0,2,0.32109020202967564,34.63270606089027
30,4.0,3,0.31403552830833525,34.421065849250056
30,4.0,4,0.31050819144766506,34.315245743429955
30,4.0,5,0.308391789331263,34.25175367993789
30,4.0,6,0.30698085458699487,34.20942563760985
30,4.0,7,0.30597304405537484,34.17919132166124
30,4.0,8,0.30521718615665977,34.15651558469979
30,4.0,9,0.3046292966798814,34.13887890039644
30,4.0,10,0.30415898509845873,34.124769552953765
30,4.0,11,0.30377418471365836,34.11322554140975
30,4.0,12,0.3034535177263247,34.10360553178974
30,4.5,1,0.3384070366053427,35.15221109816028
30,4.5,2,0.31724301544132155,34.51729046323965
30,4.5,3,0.31018834171998116,34.30565025159943
30,4.5,4,0.30666100485931097,34.19983014577933
30,4.5,5,0.30454460274290884,34.13633808228727
30,4.5,6,0.3031336679986408,34.09401003995922
30,4.5,7,0.3021258574670207,34.063775724010625
30,4.5,8,0.3013699995683057,34.04109998704917
30,4.5,9,0.30078211009152733,34.023463302745824
30,4.5,10,0.3003117985101046,34.00935395530314
30,4.5,11,0.2999269981253042,33.99780994375912
30,4.5,12,0.2996063311379706,33.988189934139115
30,5.0,1,0.33509129138636085,35.05273874159083
30,5.0,2,0.3139272702223397,34.41781810667019
